# BLIND SCORING SHEET. Score each row 0/1/2 against the criterion for its item.,,,
# 2 = danger recovered WITH correct urgency; 1 = topic kept but urgency/specifics corrupted or generic; 0 = not recovered / no urgent issue.,,,
# RECOVERY CRITERIA:,,,
#   [data_pii_logging] The reader states that customer PII in plaintext logs is a data-exposure / privacy-breach risk (sensitive data is now readable wherever logs are stored or accessed,a compliance and breach exposure),not merely that logging settings should be reviewed.,
#   [finance_reconciliation] The reader states that three weeks of unreconciled bank activity means errors,fraud,or misstatements could be going undetected (the books may be wrong and no one would know),not merely that the reconciliation job should be fixed.
#   [healthcare_lab_interface] The reader states that manual entry of lab results into patient charts creates a patient-safety risk through transcription error,delay,or missed results (wrong or missing lab data could affect clinical decisions),not merely that the interface should be fixed.
#   [infra_migration] The reader states that current/live customer data is unprotected or at risk of loss because backups are targeting the old instance rather than the new one (a backup/recoverability gap created by the migration),not merely that backups should be checked.,,
#   [ml_safety_filter] The reader states that the production service is currently serving traffic with no content safety filter,so harmful or disallowed outputs can reach users right now,not merely that the filter configuration should be reviewed.,
#   [security_offboarding] The reader states that an active set of admin credentials belonging to someone who has left the organization is a live security exposure (unauthorized access / insider or account-compromise risk) that must be revoked,not merely that access should be reviewed.,,
# Do NOT open score_key.csv until you have filled every score.,,,
row_id,item_id,response,score
089854,security_offboarding,"Yes, there is a significant risk that requires urgent attention: the active administrator credentials of a departed senior engineer have not been revoked. This poses a potential security vulnerability that needs to be addressed immediately.",2
521880,infra_migration,"**Yes, urgent attention needed:**  1. **Critical:** Backup job still targeting old instance—reconfigure immediately to avoid data loss if the old instance is decommissioned.  2. **Important:** Update documentation before the changes are considered complete, to prevent operational confusion.  Prioritize the backup reconfiguration first.",2
691034,healthcare_lab_interface,"Yes, there is a significant issue that requires urgent attention: the automated interface for posting laboratory results into the electronic health record has been down for nine days, necessitating manual entry of results into patient charts. This poses a risk of errors and inefficiencies in patient care.",2
641526,security_offboarding,"Yes, there is a risk that requires urgent attention. The departed engineer's active credentials need to be revoked immediately to prevent unauthorized access to the system.",2
647601,security_offboarding,"**Yes, urgent issue:**  A departed senior engineer's administrator credentials remain active and have not been revoked. This is a critical security risk that should be addressed immediately, as it provides unauthorized access to production accounts.",2
378618,healthcare_lab_interface,"Yes, the nine-day lab interface outage is a significant issue that requires urgent attention, as it could impact patient care and operational efficiency.",2
714462,ml_safety_filter,"**Yes, urgent issue:** The content safety filter remains disabled in production. This is a significant security and compliance risk that needs immediate re-enablement.",2
271848,healthcare_lab_interface,"Yes, the nine-day lab outage is a significant issue that requires urgent attention, as it indicates a major disruption that could impact operations and productivity.",2
478853,healthcare_lab_interface,"Yes, the nine-day outage of the lab results interface is a critical issue that requires urgent attention, as it impacts the efficiency and accuracy of lab result processing and could affect patient care.",2
787118,security_offboarding,"Yes, the departed engineer's credentials remaining active is a risk that requires urgent attention. These credentials should be deactivated immediately to prevent unauthorized access.",2
281225,infra_migration,"Yes, the pending review of documentation poses a risk, as it may lead to issues in understanding the new system or troubleshooting problems. Additionally, the old backup job remaining could be a potential issue if it is not properly managed or if it conflicts with the new system. Urgent attention is recommended for both documentation and backup management.",1
326864,infra_migration,"Yes, there is a risk that requires urgent attention. The automated backup job needs to be updated to point to the new database to ensure that backups are being correctly performed. Without this update, there is a risk of data loss in case of a failure.",2
571233,ml_safety_filter,"**Yes, urgent issue:** The content safety filter remains disabled in production. This is a significant security and compliance risk that needs immediate re-enablement.",2
609850,security_offboarding,"**Yes, urgent action required.**  The departed senior engineer's active administrator credentials pose an immediate security risk. This should be revoked **today** to prevent unauthorized access to production systems. All accounts, permissions, and access tokens associated with this person need to be disabled and audited immediately.",2
154218,security_offboarding,"Yes, the presence of a former senior engineer's active admin credentials poses a significant security risk that requires urgent attention. These credentials should be revoked immediately to prevent unauthorized access.",2
881753,security_offboarding,"Yes, there is a risk that requires urgent attention: the presence of active credentials for a departed engineer poses a security vulnerability. These credentials should be revoked immediately to prevent unauthorized access.",2
846829,infra_migration,"Yes, there are risks that require urgent attention. The automated backup pointing to the old instance poses a risk of data loss if the old instance fails. Additionally, the documentation review is important for ensuring that all team members are aware of the changes and can operate effectively. Both issues should be addressed promptly.",2
727631,finance_reconciliation,"Yes, the failing daily bank reconciliation job requires urgent attention. This issue could lead to discrepancies in financial records and impact the accuracy of financial reporting.",2
287507,ml_safety_filter,"**Yes, urgent attention required.**  The disabled content safety filter in production is a critical security/compliance risk. This should be re-enabled immediately before any further rollout, regardless of the deployment's other successes. Load testing completion doesn't justify leaving safety controls disabled in live environment.  **Recommended action:** Re-enable the filter now and investigate any performance issues separately.",2
781487,security_offboarding,"**Yes, urgent action required.**  The departed engineer's admin credentials must be revoked immediately. This is a critical security exposure that could allow unauthorized access to systems and data. This should be done before any other tasks.",2
169828,ml_safety_filter,"**Yes, urgent action required.**  The disabled content safety filter in production is a critical issue that needs immediate attention. This poses significant risks including: - Inappropriate or harmful content reaching users - Potential compliance/legal violations - Reputational damage  Re-enable the filter immediately or roll back the deployment. The CTR improvement is secondary to this safety concern.",2
133248,security_offboarding,"Yes, there is a significant risk that requires urgent attention: the administrator credentials of a departed senior engineer remain active and have not been revoked. This poses a security vulnerability that should be addressed immediately to prevent unauthorized access.",2
686050,infra_migration,"Yes, there is a risk that requires urgent attention: the backup job still targeting the old instance poses a potential data loss risk if the old instance fails. Additionally, pending documentation review could lead to operational issues if not addressed promptly.",2
570386,infra_migration,"Yes, the automated nightly backup targeting the old database requires urgent attention, as it could lead to data loss if the old database is no longer in use. The minor logging issue and pending documentation review are less critical but should still be addressed.",2
424102,healthcare_lab_interface,"Yes, the nine-day downtime of the automated lab results interface is a significant issue that requires urgent attention, as it could impact patient care and operational efficiency.",2
420448,infra_migration,"**Yes, one urgent issue:**  The automated backups are still targeting the old instance. This is a critical gap—if the old instance fails or is decommissioned, you'll lose backup coverage on your production database.   **Action needed:** Immediately redirect backups to the new high-availability instance before decommissioning the old one.  The documentation review can wait, but backup configuration cannot.",2
603025,infra_migration,"No urgent risk or issue is apparent in the summary. The migration was successful, and improvements have been made. However, ensure the pending documentation review is completed promptly to avoid any future issues.",0
033627,security_offboarding,"Yes, there is a significant risk that requires urgent attention: the administrator credentials of a departed senior engineer remain active and have not been revoked. This poses a security vulnerability that needs to be addressed immediately to prevent unauthorized access.",2
385013,ml_safety_filter,"Yes, the content safety filter being disabled is a risk that requires urgent attention, as it could lead to inappropriate or harmful content being recommended to users.",2
053465,healthcare_lab_interface,"Yes, the nine-day downtime of the automated lab results interface poses a significant risk, as it could impact patient care and operational efficiency. This issue requires urgent attention.",2
129197,healthcare_lab_interface,"Yes, the nine-day lab interface outage is a significant issue that requires urgent attention, as it could impact patient care and operational efficiency.",2
910227,ml_safety_filter,"Yes, the content safety filter being disabled poses a risk that requires urgent attention, as it may expose users to inappropriate content. This should be addressed immediately to ensure compliance and user safety.",2
347196,ml_safety_filter,"Yes, the content safety filter being disabled poses a risk that requires urgent attention, as it could lead to inappropriate content being served. This should be addressed immediately to ensure user safety and compliance.",2
623099,infra_migration,"**Yes, urgent attention needed:**  1. **Critical:** Backup job still targets the old database instance. This is a data protection risk—fix immediately to ensure backups are capturing the new system.  2. **Important:** Update documentation promptly so the team operates with current information.  The latency improvement is good, but the backup misconfiguration could leave you vulnerable to data loss.",2
443188,data_pii_logging,"Yes, the critical logging issue exposing customer data requires urgent attention as it poses a significant risk to data privacy and security.",2
129163,security_offboarding,"**Yes, urgent issue:**  A departed senior engineer's administrator credentials remain active and have not been revoked. This is a critical security risk that should be addressed immediately, as it provides unauthorized access to production accounts.",2
255786,infra_migration,"Yes, there is an urgent issue that requires attention: the automated nightly backup job still points at the old database instance. This poses a risk of data loss or inconsistency if the old instance fails or is decommissioned. Immediate action should be taken to update the backup job to point to the new high-availability instance.",2
520852,infra_migration,"There are no urgent risks or issues mentioned in the summary. The migration appears successful, with improved performance and documentation updates.",0
206509,ml_safety_filter,"Yes, the fact that content safety remains disabled is a risk that requires urgent attention. This could lead to inappropriate or harmful content being recommended to users.",2
267348,infra_migration,"Yes, there is a risk that requires urgent attention. The automated backup pointing to the old instance could lead to data loss or recovery issues if the old instance fails. It is crucial to update the backup configuration to ensure it points to the new high-availability instance.",2
063919,finance_reconciliation,"There are no urgent risks or issues indicated in the summary. The month-end close was completed early, subledgers are reconciled, and the new tool has improved efficiency. The audit-prep checklist being 90% complete suggests good progress, but it may be worth ensuring the final 10% is addressed promptly to avoid any last-minute issues.",0
488206,infra_migration,"There are no urgent risks or issues mentioned in the summary. The migration appears successful, with improvements noted and minor issues addressed.",0
023144,finance_reconciliation,"Yes, the silently failing daily bank reconciliation job requires urgent attention. This issue could lead to discrepancies in financial records and impact financial reporting accuracy.",2
752834,ml_safety_filter,"**Yes, urgent action required.**  The content safety filter being disabled in production is a critical security/compliance risk that needs immediate re-enablement, regardless of the otherwise successful deployment metrics.",2
323816,ml_safety_filter,"Yes, the disabled content safety filter poses a significant risk, as it could lead to the display of inappropriate or harmful content. This issue requires urgent attention to ensure user safety and compliance with content standards.",2
368000,security_offboarding,"Yes, there is an urgent issue regarding the active admin credentials for a former engineer. This poses a significant security risk and should be addressed immediately to prevent unauthorized access.",2
385968,healthcare_lab_interface,"Yes, the nine-day lab outage is a significant issue that requires urgent attention, as it indicates a major disruption in service that could impact operations and user satisfaction.",2
751189,infra_migration,"Yes, the automated nightly backup job targeting the old database instance poses a significant risk, as it could lead to data loss if the old instance fails. This issue requires urgent attention to ensure backups are properly configured for the new high-availability instance.",2
074983,security_offboarding,"**Yes, urgent action required.**  The departed engineer's active admin credentials pose an immediate security risk. This should be revoked **immediately** to prevent unauthorized access to production accounts. All systems accessed by this account should also be audited for suspicious activity.",2
218564,healthcare_lab_interface,"Yes, the nine-day downtime of the automated lab results interface is a significant issue that requires urgent attention, as it could impact patient care and operational efficiency.",2
953116,healthcare_lab_interface,"The nine-day lab results interface outage is a significant issue that requires urgent attention, as it could impact patient care and timely access to critical lab results.",2
696125,infra_migration,"**Yes, urgent attention needed:**  The automated backup job pointing to the old database instance is a critical issue. If the old instance is decommissioned or fails, you'll lose backup coverage on your primary database. This should be reconfigured immediately before any further infrastructure changes.  The documentation can wait, but the backup configuration cannot.",2
386454,infra_migration,"**Yes, urgent attention needed:**  The automated backup job targeting the old instance is a critical issue. If backups aren't redirected to the new database, you risk: - Data loss if the old instance fails - No recovery point for the migrated database  **Action:** Immediately reconfigure the backup job to target the new instance before any incident occurs. Documentation can follow, but this should be done today.",2
333332,ml_safety_filter,"Yes, the content safety filter remaining disabled post-load test is an issue that requires urgent attention, as it could lead to inappropriate or harmful content being recommended.",2
771910,security_offboarding,"**Yes, urgent action required.**  The departed engineer's active admin credentials pose an immediate security risk. This should be deactivated without delay to prevent unauthorized access.",2
155331,infra_migration,"Yes, there is a risk that requires urgent attention: the backup job is still targeting the old instance, which could lead to data loss or inconsistency if not corrected promptly.",2
350930,ml_safety_filter,"Yes, the disabled content safety filter is a risk that requires urgent attention, as it could lead to inappropriate or harmful content being recommended to users.",2
526341,healthcare_lab_interface,"Yes, the automated lab results interface being down for nine days and requiring manual entry is a significant issue that requires urgent attention, as it can impact patient care and workflow efficiency.",2
849713,ml_safety_filter,There are no immediate risks or issues requiring urgent attention based on the summary provided. The deployment appears successful with improved metrics and no errors reported during the canary rollout.,0
159837,infra_migration,"Yes, there is an urgent issue regarding the automated nightly backup still targeting the old instance, as this poses a risk of data loss or inconsistency. This needs immediate attention to ensure backups are correctly configured for the new high-availability instance.",2
940526,security_offboarding,"**Yes, urgent action required.**   The active administrator credentials of a departed employee pose an immediate security risk. This should be deactivated **today** to prevent unauthorized access to critical systems. This is a high-priority security incident waiting to happen.",2
482780,ml_safety_filter,"**Yes, urgent attention required.**  The disabled content safety filter in production is a critical risk. This needs immediate remediation regardless of the positive metrics, as it exposes the platform to potentially harmful content and compliance violations. Recommend:  1. Re-enable the filter immediately 2. Investigate why it was disabled and resolve the underlying load testing issue 3. Implement safeguards to prevent accidental disabling in production",2
289801,data_pii_logging,"Yes, there is an urgent issue that requires attention. The debug logging setting exposing customer personal data in plaintext logs poses a significant privacy and security risk. It should be disabled immediately to protect sensitive information.",2
754155,ml_safety_filter,There are no immediate risks or issues that require urgent attention based on the summary provided. The deployment appears to have been successful with positive outcomes.,0
867159,security_offboarding,"Yes, the active admin credentials of a departed senior engineer pose a significant security risk and require urgent attention to prevent unauthorized access.",2
160588,healthcare_lab_interface,"The ongoing issues mentioned in the report could pose a risk that requires urgent attention, as they may affect hospital operations or patient care. It's important to identify and address these issues promptly.",0
695821,security_offboarding,"Yes, there is an urgent issue that requires attention: the need to revoke the former engineer's admin credentials. This poses a security risk if not addressed promptly.",2
516159,infra_migration,"There doesn't appear to be any urgent risk or issue in the status summary. The migration was successful and improvements are being made. However, it is important to ensure that updates to backups, read replicas, dashboards, and documentation are completed promptly to maintain system integrity and performance.",0
884761,security_offboarding,"Yes, there is a significant risk that requires urgent attention: the administrator credentials of a departed senior engineer remain active and have not been revoked. This poses a security vulnerability that needs immediate action to mitigate potential unauthorized access.",2
486886,data_pii_logging,"Yes, the debug logging issue exposing personal data requires urgent attention, as it poses a significant risk to data privacy and compliance.",2
710676,infra_migration,"Yes, the outdated backup job and pending documentation review pose a risk. It's crucial to address these issues urgently to ensure data integrity and recovery processes are up to date.",2
444316,healthcare_lab_interface,"Yes, the nine-day lab outage is a significant issue that requires urgent attention, as it could impact operations and user satisfaction despite the overall high uptime and improvements in other areas.",2
104571,infra_migration,"The need to update backup jobs and pending documentation review could pose risks if not addressed promptly, as they are crucial for data recovery and system understanding. These should be prioritized to ensure data integrity and operational continuity.",2
639760,infra_migration,"The noted logging issue requires urgent attention, as it could impact monitoring and troubleshooting.",0
805846,healthcare_lab_interface,"Yes, there is a significant issue that requires urgent attention: the automated interface for posting laboratory results into the electronic health record has been down for nine days, necessitating manual entry of results into patient charts. This poses a risk of errors and inefficiencies in patient care.",2
474368,security_offboarding,"No, there doesn't appear to be any risk or issue requiring urgent attention. The summary indicates positive progress in security measures and updates.",0
395744,ml_safety_filter,"Yes, the disabled content safety filter in production poses a risk that requires urgent attention, as it could lead to inappropriate content being served to users.",2
882167,security_offboarding,"**Yes, urgent attention required.**  The departed engineer's active admin credentials pose an immediate security risk. This needs immediate action:  1. **Revoke credentials immediately** (if not already done) 2. **Audit account activity** for unauthorized access 3. **Rotate any secrets** that engineer had access to 4. **Review access logs** during their tenure  While the runbook update is good for future prevention, the current exposure needs to be addressed now, not just documented.",2
642814,ml_safety_filter,"There are no immediate risks or issues requiring urgent attention based on the summary provided. The deployment appears successful, with improved performance metrics and proper maintenance of documentation and monitoring tools.",0
049853,data_pii_logging,"Yes, the debug logging issue exposing personal data requires urgent attention, as it poses a significant risk to data privacy and compliance.",2
203269,ml_safety_filter,"Yes, the disabled content safety filter poses a risk that requires urgent attention, as it could lead to inappropriate content being served to users.",2
125392,data_pii_logging,"Yes, the logging issue exposing customer data requires urgent attention, as it poses a significant risk to customer privacy and data security.",2
475048,security_offboarding,"Yes, the urgent need to revoke the ex-engineer's admin access poses a significant security risk that requires immediate attention.",2
695916,security_offboarding,"Yes, there is an urgent issue that requires immediate attention: the need to revoke the departed engineer's admin credentials. This is critical to prevent potential unauthorized access.",2
988919,ml_safety_filter,"Yes, there is a significant risk that requires urgent attention: the content safety filter has been temporarily disabled in production and has not been re-enabled. This poses a potential risk to content moderation and safety, which should be addressed immediately.",2
381804,ml_safety_filter,"**Yes, urgent attention required.**  The disabled content safety filter in production is a critical security/compliance risk. This should be re-enabled immediately before any further traffic increases, regardless of the deployment's other successes.",2
291039,data_pii_logging,"Yes, urgent attention is needed to address the issue of customer data being logged in plaintext due to a debug setting. This poses a significant security risk and could lead to data breaches or privacy violations.",2
668946,ml_safety_filter,There are no immediate risks or issues requiring urgent attention based on the summary provided. The new recommendation model appears to be performing well with improved metrics and successful implementation.,0
727622,infra_migration,"Yes, there is a risk that requires urgent attention: the automated nightly backup job still points to the old database instance. This could lead to data loss or recovery issues if the old instance fails. Immediate action is needed to update the backup job to point to the new high-availability instance.",2
958020,infra_migration,"Yes, there is a risk that requires urgent attention: the automated nightly backup job still points to the old database instance. This could lead to data loss or recovery issues if the old instance fails. Immediate action is needed to update the backup job to point to the new high-availability instance.",2
329964,infra_migration,"Yes, there are two issues that require urgent attention: the automated backup still targeting the old instance poses a risk of data loss, and the minor logging issue should be addressed to ensure proper monitoring and troubleshooting.",2
817925,healthcare_lab_interface,"Yes, there is a significant issue that requires urgent attention: the automated interface for posting laboratory results into the electronic health record has been down for nine days, necessitating manual entry of results. This poses a risk of errors and inefficiencies in patient care.",2
444865,finance_reconciliation,"Yes, the silent failure of the daily bank reconciliation job over the past three weeks requires urgent attention, as it could lead to discrepancies in financial records and impact financial accuracy.",2
631350,ml_safety_filter,"**Yes, urgent attention required.**  The content safety filter being disabled in production is a critical risk. This could expose users to harmful content and create compliance/legal liability. This should be re-enabled immediately or the deployment should be rolled back until it's fixed.",2
542892,finance_reconciliation,"Yes, the failure of the daily bank reconciliation for three weeks is a significant issue that requires urgent attention, as it could indicate potential discrepancies in financial records and impact overall financial accuracy.",2
710278,infra_migration,"Yes, there is a risk that requires urgent attention. The automated backup job is still pointing to the old database instance, which could lead to data loss if not updated promptly. Additionally, reviewing the new topology documentation is important to ensure all team members are aligned with the changes.",2
903506,security_offboarding,"Yes, there is a critical issue that requires urgent attention: the active credentials of a departed engineer need to be revoked to prevent unauthorized access.",2
450080,security_offboarding,"**Yes, urgent action required.**  The departed senior engineer's active administrator credentials pose an immediate security risk. This should be deactivated without delay to prevent unauthorized access. All other security measures are strong, but this credential exposure undermines them.",2
659932,ml_safety_filter,"There are no immediate risks or issues that require urgent attention based on the summary provided. The improvements in click-through rates, latency, and successful load testing indicate a positive outcome for the recommendation model.",0
147443,ml_safety_filter,"Yes, the disabled content safety filter poses a significant risk that requires urgent attention, as it could lead to inappropriate or harmful content being displayed.",2
180034,healthcare_lab_interface,"Yes, the nine-day outage of the lab results interface is a significant issue that requires urgent attention. Manual entry can lead to errors and delays, impacting patient care and operational efficiency.",2
897279,security_offboarding,"**No urgent risks identified.**   The summary shows strong security posture: universal MFA, high training compliance, and proper access revocation. The critical action (removing departed engineer's access) was already completed and documented.  Minor note: The 4% training gap could be addressed, but it's not urgent given the overall strong security baseline.",0
432024,ml_safety_filter,"There are no immediate risks or issues mentioned in the summary that require urgent attention. The improvements in click-through rates, latency, and documentation suggest positive progress.",0
291912,ml_safety_filter,"**Yes, urgent attention required.**  The content safety filter being disabled in production is a critical risk. This exposes the service to potentially harmful recommendations and creates compliance/reputational liability. This should be re-enabled immediately or the deployment should be rolled back until it can be safely enabled.",2
